TIME,OUT_T[*C],OUT_H[%],T6[*C],H6[%],T12[*C],H12[%],T18[*C],H18[%],T19[*C],H19[%],T24[*C],H24[%],T25[*C],H25[%],T26[*C],H26[%],LAMP_STATE,FAN_STATE,AC_STATE,HEATER_STATE,M0,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14H
2020-02-04 17:00:52.624391,38.0,21.0,31.0,40.0,30.0,36.0,26.0,47.0,36.0,31.0,32.0,30.0,29.0,38.0,29.0,42.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-04 17:01:06.492922,38.0,21.0,31.0,40.0,30.0,36.0,26.0,47.0,36.0,31.0,32.0,30.0,29.0,38.0,29.0,42.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-04 17:01:15.318846,38.0,21.0,31.0,40.0,30.0,36.0,26.0,47.0,36.0,30.0,32.0,30.0,29.0,38.0,29.0,42.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-04 17:01:26.667172,38.0,21.0,31.0,40.0,30.0,36.0,26.0,47.0,36.0,30.0,32.0,30.0,29.0,38.0,29.0,42.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-04 17:01:35.497879,38.0,21.0,31.0,40.0,30.0,36.0,26.0,47.0,36.0,30.0,32.0,30.0,29.0,37.0,29.0,42.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-04 17:01:44.327302,38.0,21.0,31.0,40.0,30.0,36.0,26.0,47.0,36.0,30.0,32.0,30.0,29.0,37.0,29.0,42.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-04 17:01:53.142990,38.0,21.0,31.0,40.0,30.0,36.0,26.0,46.0,36.0,30.0,32.0,30.0,29.0,37.0,29.0,42.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-04 17:02:01.966478,38.0,21.0,31.0,40.0,30.0,36.0,26.0,47.0,36.0,30.0,32.0,30.0,29.0,37.0,29.0,42.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-04 17:02:08.255961,38.0,21.0,31.0,40.0,30.0,36.0,26.0,47.0,36.0,30.0,33.0,31.0,29.0,37.0,29.0,42.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-04 17:02:14.548262,38.0,21.0,32.0,40.0,30.0,36.0,26.0,47.0,36.0,30.0,33.0,31.0,29.0,37.0,29.0,42.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-04 17:02:25.894863,38.0,21.0,32.0,40.0,30.0,36.0,26.0,46.0,36.0,30.0,33.0,31.0,29.0,37.0,29.0,42.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-04 17:02:32.188982,38.0,21.0,32.0,40.0,30.0,36.0,26.0,46.0,36.0,30.0,33.0,31.0,29.0,37.0,29.0,42.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-04 17:02:51.153610,38.0,21.0,32.0,40.0,30.0,36.0,26.0,46.0,36.0,29.0,33.0,31.0,29.0,38.0,29.0,42.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-04 17:03:05.033176,38.0,21.0,32.0,40.0,30.0,36.0,26.0,47.0,36.0,30.0,33.0,31.0,29.0,37.0,29.0,42.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-04 17:03:11.356165,38.0,21.0,32.0,40.0,30.0,36.0,26.0,47.0,36.0,30.0,33.0,31.0,29.0,37.0,29.0,42.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-04 17:03:25.243783,38.0,21.0,32.0,40.0,30.0,36.0,26.0,47.0,36.0,30.0,33.0,30.0,29.0,37.0,29.0,41.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-04 17:03:34.162096,38.0,21.0,32.0,40.0,30.0,36.0,26.0,47.0,36.0,30.0,33.0,31.0,29.0,37.0,29.0,42.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-04 17:03:50.598245,38.0,21.0,32.0,40.0,30.0,36.0,26.0,47.0,36.0,30.0,33.0,31.0,29.0,37.0,30.0,42.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-04 17:03:56.903206,38.0,21.0,32.0,40.0,30.0,36.0,26.0,47.0,36.0,30.0,33.0,31.0,29.0,37.0,30.0,42.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-04 17:04:03.229961,38.0,21.0,32.0,40.0,30.0,36.0,26.0,46.0,36.0,30.0,33.0,31.0,29.0,37.0,29.0,42.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-04 17:04:12.079342,38.0,20.0,32.0,40.0,30.0,36.0,26.0,47.0,36.0,30.0,33.0,30.0,29.0,37.0,30.0,42.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-04 17:04:18.380759,38.0,20.0,32.0,40.0,30.0,35.0,26.0,46.0,36.0,30.0,33.0,30.0,29.0,37.0,30.0,42.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-04 17:04:27.218690,38.0,20.0,32.0,40.0,30.0,36.0,26.0,47.0,36.0,30.0,33.0,30.0,29.0,37.0,30.0,42.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-04 17:04:36.054087,38.0,20.0,32.0,40.0,30.0,36.0,27.0,46.0,36.0,30.0,33.0,30.0,29.0,37.0,30.0,42.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-04 17:04:42.386251,38.0,20.0,32.0,40.0,30.0,36.0,27.0,46.0,36.0,30.0,33.0,30.0,29.0,37.0,30.0,42.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-04 17:04:51.216384,38.0,20.0,32.0,40.0,30.0,36.0,27.0,46.0,36.0,30.0,33.0,30.0,29.0,37.0,30.0,42.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-04 17:04:57.508394,38.0,20.0,32.0,40.0,30.0,36.0,26.0,46.0,36.0,30.0,33.0,30.0,29.0,37.0,30.0,42.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-04 17:05:06.324927,38.0,20.0,32.0,40.0,30.0,36.0,27.0,46.0,36.0,30.0,33.0,30.0,29.0,37.0,30.0,42.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-04 17:05:12.613496,38.0,20.0,32.0,40.0,30.0,36.0,27.0,46.0,36.0,30.0,33.0,30.0,29.0,37.0,30.0,42.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-04 17:05:21.434541,38.0,20.0,32.0,39.0,30.0,36.0,27.0,46.0,36.0,30.0,33.0,30.0,29.0,37.0,30.0,42.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-04 17:05:30.253606,38.0,20.0,32.0,39.0,30.0,36.0,26.0,46.0,36.0,30.0,33.0,31.0,29.0,37.0,30.0,42.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-04 17:05:36.545562,38.0,20.0,32.0,39.0,30.0,36.0,26.0,46.0,36.0,29.0,33.0,30.0,29.0,37.0,30.0,42.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-04 17:05:42.836808,38.0,20.0,32.0,39.0,30.0,36.0,27.0,46.0,37.0,29.0,33.0,31.0,29.0,37.0,30.0,42.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-04 17:05:51.657375,38.0,20.0,32.0,39.0,30.0,36.0,27.0,46.0,36.0,29.0,33.0,30.0,29.0,37.0,30.0,42.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-04 17:06:00.465074,38.0,20.0,32.0,39.0,30.0,36.0,27.0,46.0,37.0,29.0,33.0,30.0,29.0,37.0,30.0,42.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-04 17:06:09.290514,38.0,20.0,32.0,39.0,30.0,36.0,27.0,46.0,37.0,29.0,33.0,30.0,29.0,37.0,30.0,42.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-04 17:06:15.587550,38.0,20.0,32.0,39.0,30.0,36.0,27.0,46.0,37.0,29.0,33.0,30.0,29.0,37.0,30.0,42.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-04 17:06:21.880017,38.0,20.0,32.0,39.0,30.0,35.0,27.0,46.0,37.0,29.0,33.0,30.0,29.0,37.0,30.0,42.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-04 17:06:28.157474,38.0,20.0,32.0,39.0,30.0,35.0,27.0,46.0,37.0,29.0,33.0,30.0,29.0,37.0,30.0,42.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-04 17:06:42.057308,38.0,20.0,32.0,39.0,30.0,35.0,27.0,46.0,37.0,29.0,33.0,30.0,29.0,37.0,30.0,42.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-04 17:06:53.398752,38.0,20.0,32.0,39.0,30.0,36.0,27.0,46.0,37.0,29.0,33.0,30.0,29.0,37.0,30.0,42.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-04 17:06:59.699437,38.0,20.0,32.0,39.0,30.0,36.0,27.0,46.0,37.0,29.0,33.0,30.0,29.0,37.0,30.0,41.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-04 17:07:05.997659,38.0,20.0,32.0,39.0,30.0,36.0,27.0,46.0,37.0,29.0,33.0,30.0,29.0,37.0,30.0,42.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-04 17:07:12.298290,38.0,20.0,32.0,39.0,30.0,36.0,27.0,46.0,37.0,29.0,33.0,30.0,29.0,37.0,30.0,42.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-04 17:07:21.153438,38.0,20.0,32.0,39.0,30.0,35.0,27.0,46.0,37.0,29.0,33.0,30.0,29.0,37.0,30.0,41.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-04 17:07:29.999922,38.0,20.0,32.0,38.0,30.0,35.0,27.0,46.0,37.0,29.0,33.0,30.0,29.0,37.0,30.0,41.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-04 17:07:41.360116,38.0,20.0,32.0,38.0,30.0,36.0,27.0,46.0,37.0,28.0,33.0,30.0,29.0,37.0,30.0,41.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-04 17:07:47.692205,38.0,20.0,32.0,38.0,30.0,36.0,27.0,46.0,37.0,28.0,33.0,30.0,29.0,37.0,30.0,41.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-04 17:07:56.539160,38.0,20.0,32.0,39.0,30.0,36.0,27.0,46.0,37.0,28.0,33.0,30.0,29.0,37.0,30.0,41.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-04 17:08:05.365321,38.0,20.0,32.0,39.0,31.0,37.0,27.0,46.0,37.0,28.0,33.0,30.0,29.0,37.0,30.0,41.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-04 17:08:21.789009,38.0,20.0,32.0,38.0,30.0,36.0,27.0,46.0,37.0,28.0,33.0,30.0,29.0,37.0,30.0,41.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-04 17:08:35.670336,38.0,20.0,32.0,38.0,30.0,35.0,27.0,46.0,37.0,28.0,33.0,29.0,29.0,37.0,30.0,41.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-04 17:08:44.501784,38.0,19.0,32.0,38.0,30.0,35.0,27.0,46.0,37.0,29.0,33.0,29.0,29.0,37.0,30.0,41.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-04 17:08:55.899452,38.0,19.0,32.0,39.0,30.0,35.0,27.0,46.0,37.0,29.0,33.0,29.0,29.0,37.0,30.0,41.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-04 17:09:02.207893,38.0,19.0,32.0,38.0,30.0,35.0,27.0,46.0,37.0,29.0,33.0,29.0,29.0,37.0,30.0,41.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-04 17:09:08.504397,38.0,19.0,32.0,39.0,31.0,36.0,27.0,46.0,37.0,29.0,33.0,30.0,29.0,37.0,30.0,41.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-04 17:09:17.367754,38.0,20.0,32.0,39.0,31.0,36.0,27.0,46.0,37.0,29.0,33.0,30.0,29.0,37.0,30.0,41.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-04 17:09:23.659368,38.0,20.0,32.0,38.0,30.0,35.0,27.0,46.0,37.0,29.0,33.0,29.0,29.0,37.0,30.0,41.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-04 17:09:29.952809,38.0,19.0,32.0,38.0,31.0,36.0,27.0,46.0,37.0,29.0,33.0,29.0,29.0,37.0,30.0,41.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-04 17:09:41.295328,38.0,20.0,32.0,38.0,31.0,36.0,27.0,46.0,37.0,29.0,33.0,29.0,29.0,37.0,30.0,41.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-04 17:09:50.120142,38.0,20.0,32.0,38.0,31.0,36.0,27.0,46.0,37.0,29.0,33.0,29.0,29.0,36.0,30.0,41.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-04 17:10:06.518965,38.0,20.0,32.0,39.0,31.0,36.0,27.0,46.0,37.0,29.0,33.0,29.0,29.0,37.0,30.0,42.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-04 17:10:27.979092,38.0,20.0,32.0,39.0,31.0,36.0,27.0,46.0,37.0,29.0,33.0,29.0,29.0,37.0,30.0,41.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-04 17:10:36.796598,38.0,20.0,32.0,39.0,31.0,36.0,27.0,46.0,37.0,29.0,33.0,29.0,29.0,36.0,30.0,42.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-04 17:10:50.681188,38.0,20.0,32.0,39.0,31.0,36.0,27.0,46.0,37.0,29.0,33.0,29.0,29.0,36.0,30.0,41.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-04 17:10:59.496661,38.0,19.0,32.0,39.0,31.0,36.0,27.0,46.0,37.0,29.0,33.0,29.0,29.0,36.0,30.0,41.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-04 17:11:08.331947,38.0,20.0,32.0,39.0,31.0,36.0,27.0,46.0,37.0,29.0,33.0,29.0,29.0,36.0,30.0,41.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-04 17:11:22.197656,38.0,20.0,32.0,39.0,31.0,36.0,27.0,46.0,37.0,28.0,33.0,29.0,29.0,36.0,30.0,41.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-04 17:11:28.493793,38.0,20.0,32.0,39.0,31.0,36.0,27.0,46.0,37.0,29.0,33.0,29.0,29.0,36.0,30.0,42.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-04 17:11:39.847101,38.0,20.0,32.0,39.0,31.0,36.0,27.0,46.0,37.0,29.0,33.0,29.0,29.0,36.0,30.0,41.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-04 17:11:46.159277,38.0,20.0,32.0,39.0,31.0,36.0,27.0,46.0,37.0,29.0,33.0,29.0,29.0,36.0,30.0,42.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-04 17:11:54.998226,38.0,20.0,32.0,39.0,31.0,36.0,27.0,46.0,37.0,29.0,33.0,29.0,29.0,36.0,30.0,41.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-04 17:12:01.295354,38.0,20.0,32.0,38.0,31.0,36.0,27.0,46.0,37.0,28.0,33.0,29.0,29.0,36.0,30.0,41.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-04 17:12:07.602173,38.0,20.0,32.0,38.0,31.0,36.0,27.0,46.0,37.0,28.0,33.0,29.0,29.0,36.0,30.0,41.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-04 17:12:16.443189,38.0,20.0,32.0,38.0,31.0,36.0,27.0,46.0,37.0,28.0,33.0,29.0,29.0,36.0,30.0,41.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-04 17:12:27.795379,38.0,20.0,32.0,38.0,31.0,36.0,27.0,46.0,37.0,28.0,33.0,29.0,29.0,36.0,30.0,41.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-04 17:12:36.613403,38.0,20.0,32.0,38.0,31.0,36.0,27.0,46.0,37.0,29.0,33.0,29.0,29.0,36.0,30.0,41.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-04 17:12:42.898264,38.0,20.0,32.0,39.0,31.0,36.0,27.0,46.0,37.0,28.0,33.0,29.0,29.0,36.0,30.0,41.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-04 17:12:49.192933,38.0,20.0,32.0,39.0,31.0,36.0,27.0,46.0,37.0,29.0,33.0,29.0,29.0,36.0,30.0,41.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
